Genot,Temp,Frequency,meangr
XB44,37,0,3.96583333333333
XB44,42,0,1.38874366362374
XB45,25,0,3.26008821321321
XB45,25-35,120,3.53230103951682
XB45,25-35,480,3.70310660096764
XB45,30,0,3.92944444444444
XB45,32,0,4.05185397164324
XB45,32-42,120,2.35649779655245
XB45,32-42,480,3.04379774644588
XB45,35,0,4.54586988304094
XB45,37,0,4.00666666666667
XB45,42,0,0.741558909849613
XB46,25,0,3.42370495495495
XB46,25-35,120,4.0633821869029
XB46,25-35,480,4.16005159773875
XB46,30,0,4.28199561403509
XB46,32,0,4.5734649122807
XB46,32-42,120,3.5961480315669
XB46,32-42,480,4.03968176672477
XB46,35,0,5.1984283625731
XB46,37,0,4.77229532163743
XB46,42,0,0.307865690354222
XB47,25,0,3.5793262012012
XB47,25-35,120,4.25004202921777
XB47,25-35,480,4.34475418406755
XB47,30,0,4.54272660818713
XB47,32,0,4.769674274905
XB47,32-42,120,3.6466627783468
XB47,32-42,480,3.68425467546755
XB47,35,0,5.07127192982456
XB47,37,0,4.43944444444444
XB47,42,0,0.356212613021597
XB48,25,0,3.14970133176655
XB48,25-35,120,3.26479076443292
XB48,25-35,480,3.44323369874469
XB48,30,0,3.80166666666667
XB48,32,0,3.59972222222222
XB48,32-42,120,2.24553875954926
XB48,32-42,480,2.81647072057952
XB48,35,0,4.10012426900585
XB48,37,0,3.12741341885364
XB48,42,0,0.335866832971342
XB49,25,0,3.08022424598512
XB49,25-35,120,3.67360058419635
XB49,25-35,480,3.76145214521452
XB49,30,0,3.85888888888889
XB49,32,0,4.00493421052632
XB49,32-42,120,2.70207928584319
XB49,32-42,480,3.0145620877627
XB49,35,0,4.59342105263158
XB49,37,0,4.09861111111111
XB49,42,0,0.400733701738625
XB5,25,0,3.12185575372696
XB5,25-35,120,3.58323844386002
XB5,25-35,480,3.47650337837838
XB5,30,0,3.82888888888889
XB5,32,0,4.20030894621704
XB5,32-42,120,2.98730359836214
XB5,32-42,480,3.29824681886095
XB5,35,0,4.44803684513529
XB5,37,0,3.76694444444444
XB5,42,0,0.516724487266088
XB50,25,0,3.1661199242721
XB50,25-35,120,3.57139192367512
XB50,25-35,480,3.5593875422025
XB50,30,0,3.66803362573099
XB50,32,0,3.76986111111111
XB50,32-42,120,2.38889443643569
XB50,32-42,480,3.13145544828
XB50,35,0,4.28772660818713
XB50,37,0,2.546875
XB50,42,0,0.430246153020386
XB6,25,0,3.04577617714069
XB6,25-35,120,3.65638888888889
XB6,25-35,480,3.78027777777778
XB6,30,0,3.87888888888889
XB6,32,0,3.99181628639799
XB6,32-42,120,3.16729879512253
XB6,32-42,480,3.34089510725633
XB6,35,0,4.50672591297591
XB6,37,0,4.16812865497076
XB6,42,0,0.485608195960386
XB7,25,0,3.17922481706597
XB7,25-35,120,3.77444444444445
XB7,25-35,480,3.92694444444445
XB7,30,0,3.98694444444445
XB7,32,0,4.33766568144305
XB7,32-42,120,3.67237150523898
XB7,32-42,480,3.50584224519672
XB7,35,0,4.62666058356848
XB7,37,0,4.62796052631579
XB7,42,0,0.206908619614125
XB8,25,0,2.92808669939326
XB8,25-35,120,2.87278446925186
XB8,25-35,480,3.36043105736194
XB8,30,0,3.24184684684685
XB8,32,0,3.43656037506263
XB8,32-42,120,2.8829627831632
XB8,32-42,480,2.95596313728774
XB8,35,0,3.91700887274194
XB8,37,0,3.68888888888889
XB8,42,0,1.10116464042128
XB9,25,0,3.63822212523842
XB9,25-35,120,4.08305555555555
XB9,25-35,480,4.40929824561403
XB9,30,0,4.9249269005848
XB9,32,0,4.79509421931973
XB9,32-42,120,3.84511135593622
XB9,32-42,480,3.94652774816184
XB9,35,0,5.32054907887162
XB9,37,0,4.85
XB9,42,0,0.518277046106372
XC1,25,0,2.8030899984449
XC1,25-35,120,3.75777777777778
XC1,25-35,480,3.96980994152047
XC1,30,0,3.72611111111111
XC1,32,0,4.31020055914896
XC1,32-42,120,3.28871137119955
XC1,32-42,480,3.23231337837754
XC1,35,0,3.97081222140433
XC1,37,0,3.70083333333333
XC1,42,0,1.00838537110382
XC10,25,0,2.94118849777545
XC10,25-35,120,3.78583333333334
XC10,25-35,480,3.94611111111111
XC10,30,0,3.78111111111111
XC10,32,0,4.48879144228576
XC10,32-42,120,3.26477868423548
XC10,32-42,480,3.63467579776806
XC10,35,0,4.45141777082567
XC10,37,0,4.15516812865497
XC10,42,0,1.00543063004536
XC11,25,0,2.97709239130435
XC11,25-35,120,3.74166666666667
XC11,25-35,480,3.90555555555556
XC11,30,0,3.83138888888889
XC11,32,0,4.40492590884598
XC11,32-42,120,3.10872134268293
XC11,32-42,480,3.1877715738035
XC11,35,0,4.16625168690958
XC11,37,0,3.87305555555556
XC11,42,0,1.00760330500978
XC12,25,0,2.79299304346562
XC12,25-35,120,3.23678433868652
XC12,25-35,480,3.37070570570571
XC12,30,0,3.24953641141141
XC12,32,0,3.87427802980677
XC12,32-42,120,2.91127857146533
XC12,32-42,480,3.27770752225884
XC12,35,0,3.6670209000097
XC12,37,0,3.39676614114114
XC12,42,0,0.993046282779103
XC13,25,0,2.85123230839108
XC13,25-35,120,3.67231043543544
XC13,25-35,480,3.90083333333333
XC13,30,0,3.76555555555556
XC13,32,0,4.52051264985146
XC13,32-42,120,3.41233634508368
XC13,32-42,480,3.43408855325576
XC13,35,0,4.3613043511196
XC13,37,0,4.22415204678363
XC13,42,0,0.986328242752084
XC14,25,0,3.01613498881927
XC14,25-35,120,3.84166666666667
XC14,25-35,480,3.97138888888889
XC14,30,0,3.85638888888889
XC14,32,0,4.48879385964912
XC14,32-42,120,3.12100013056535
XC14,32-42,480,3.45431461352657
XC14,35,0,4.36260339969094
XC14,37,0,4.07333333333334
XC14,42,0,1.12062019881341
XC15,25,0,2.83742602349538
XC15,25-35,120,3.27801238738739
XC15,25-35,480,3.5323292042042
XC15,30,0,3.51129316816817
XC15,32,0,3.82305555555556
XC15,32-42,120,2.61041132302708
XC15,32-42,480,2.94755456384113
XC15,35,0,3.77237569909159
XC15,37,0,3.36176801801802
XC15,42,0,0.429744973606728
XC16,25,0,2.87927146193108
XC16,25-35,120,3.57777777777778
XC16,25-35,480,3.58083333333333
XC16,30,0,3.61166666666667
XC16,32,0,4.08452485380117
XC16,32-42,120,3.24521744601095
XC16,32-42,480,3.49650337837838
XC16,35,0,4.42998686255265
XC16,37,0,4.14666666666666
XC16,42,0,0.852804920569131
XC17,25,0,2.85900362318841
XC17,25-35,120,3.47701576576577
XC17,25-35,480,3.60083333333334
XC17,30,0,3.49177927927928
XC17,32,0,3.91862573099415
XC17,32-42,120,2.82470571876055
XC17,32-42,480,3.14791745270049
XC17,35,0,3.6991588966589
XC17,37,0,3.49722785285285
XC17,42,0,0.892973496951037
XC18,25,0,3.08780519650085
XC18,25-35,120,3.36514264264264
XC18,25-35,480,3.50787162162162
XC18,30,0,3.74055555555556
XC18,32,0,3.89666666666667
XC18,32-42,120,2.90544385402896
XC18,32-42,480,3.12023088158661
XC18,35,0,4.15650584795322
XC18,37,0,3.58666666666667
XC18,42,0,0.523161266579219
XC19,25,0,3.05205273207991
XC19,25-35,120,3.48833333333333
XC19,25-35,480,3.61166666666667
XC19,30,0,3.77194444444445
XC19,32,0,4.23534356725146
XC19,32-42,120,3.0301829256688
XC19,32-42,480,3.45177177177177
XC19,35,0,4.40460526315789
XC19,37,0,3.85722222222222
XC19,42,0,0.990278415804902
XC2,25,0,3.27790902597466
XC2,25-35,120,4.05980263157895
XC2,25-35,480,4.39199561403509
XC2,30,0,4.52850877192982
XC2,32,0,5.00212333537472
XC2,32-42,120,3.13909146443219
XC2,32-42,480,3.26778301225316
XC2,35,0,4.55755224307856
XC2,37,0,3.93041666666667
XC2,42,0,0.85466326325652
XC20,25,0,3.0276268115942
XC20,25-35,120,3.84305555555556
XC20,25-35,480,4.2380701754386
XC20,30,0,4.32391812865497
XC20,32,0,4.73220029239766
XC20,32-42,120,3.25995213562102
XC20,32-42,480,3.58620870870871
XC20,35,0,4.52467105263158
XC20,37,0,4.16388888888889
XC20,42,0,1.09552448207531
XC21,25,0,3.29205632262698
XC21,25-35,120,4.12166666666667
XC21,25-35,480,4.21110380116959
XC21,30,0,4.66063596491228
XC21,32,0,4.78222222222222
XC21,32-42,120,3.20938398513717
XC21,32-42,480,3.43839339339339
XC21,35,0,5.24791666666667
XC21,37,0,4.10583333333333
XC21,42,0,0.458322866309954
XC22,25,0,3.0793327294686
XC22,25-35,120,3.63338213213213
XC22,25-35,480,3.72833333333333
XC22,30,0,3.82194444444445
XC22,32,0,4.22266081871345
XC22,32-42,120,2.79763980902536
XC22,32-42,480,3.25010608434522
XC22,35,0,4.0784649122807
XC22,37,0,3.77916666666667
XC22,42,0,0.215786706739968
XC23,25,0,3.17813193628411
XC23,25-35,120,3.94083333333333
XC23,25-35,480,4.05972222222222
XC23,30,0,4.49358187134503
XC23,32,0,4.83516081871345
XC23,32-42,120,2.84809025747396
XC23,32-42,480,3.12399323744175
XC23,35,0,4.62134502923977
XC23,37,0,3.1472675120773
XC23,42,0,0.76262676305996
XC24,25,0,3.66944444444444
XC24,25-35,120,4.24083333333334
XC24,25-35,480,4.44828947368421
XC24,30,0,4.79747807017544
XC24,32,0,4.98527046783626
XC24,32-42,120,3.62060623123123
XC24,32-42,480,3.74277777777778
XC24,35,0,4.94356725146199
XC24,37,0,4.85142543859649
XC24,42,0,0.847699176734501
XC25,25,0,3.35027214714715
XC25,25-35,120,3.94666666666667
XC25,25-35,480,4.08756578947368
XC25,30,0,4.56432748538012
XC25,32,0,4.70269736842105
XC25,32-42,120,2.93540805719883
XC25,32-42,480,3.3221184227706
XC25,35,0,4.48538011695906
XC25,37,0,4.05888888888889
XC25,42,0,0.83108443391063
XC26,25,0,2.84510869565217
XC26,25-35,120,3.04769307350829
XC26,25-35,480,3.05315029703617
XC26,30,0,3.57198948948949
XC26,32,0,3.4755518018018
XC26,32-42,120,2.29451326665001
XC26,32-42,480,2.79853273188297
XC26,35,0,3.74888888888889
XC26,37,0,2.96648550724638
XC26,42,0,0.798855884174609
XC27,25,0,3.25478587282935
XC27,25-35,120,3.6100647846122
XC27,25-35,480,3.76164874246045
XC27,30,0,3.96055555555556
XC27,32,0,4.03242895098215
XC27,32-42,120,2.73739700962811
XC27,32-42,480,3.51172114735938
XC27,35,0,4.07909356725146
XC27,37,0,3.78611111111111
XC27,42,0,0.770179585629634
XC28,25,0,3.15514427470949
XC28,25-35,120,3.74793283638709
XC28,25-35,480,4.16897312408282
XC28,30,0,4.08944444444445
XC28,32,0,4.41238263242739
XC28,32-42,120,3.02763292611383
XC28,32-42,480,3.36573799388327
XC28,35,0,5.00606725146199
XC28,37,0,4.24494152046783
XC28,42,0,0.783646715072488
XC29,25,0,2.97587397179788
XC29,25-35,120,3.09972050333667
XC29,25-35,480,3.55302416640779
XC29,30,0,3.92277777777778
XC29,32,0,4.1449598876288
XC29,32-42,120,2.79770661843357
XC29,32-42,480,2.96777141506964
XC29,35,0,3.99807748538012
XC29,37,0,3.25624061561562
XC29,42,0,0.667317985443092
XC3,25,0,2.96238332419871
XC3,25-35,120,3.40350788288288
XC3,25-35,480,3.58916666666667
XC3,30,0,3.74258771929825
XC3,32,0,4.07908830756435
XC3,32-42,120,3.35456369443848
XC3,32-42,480,3.48221055927809
XC3,35,0,4.02389221951688
XC3,37,0,3.88722222222222
XC3,42,0,0.785494458019738
XC30,25,0,3.61448573573574
XC30,25-35,120,3.95956640491635
XC30,25-35,480,4.46670186122659
XC30,30,0,4.83483187134503
XC30,32,0,4.96976245611809
XC30,32-42,120,3.18148772428363
XC30,32-42,480,3.73012518493229
XC30,35,0,5.3
XC30,37,0,4.74908625730994
XC30,42,0,0.778744021754553
XC31,25,0,3.03328804347826
XC31,25-35,120,3.11506792056793
XC31,25-35,480,3.31118091150372
XC31,30,0,3.87027777777778
XC31,32,0,3.75364999430978
XC31,32-42,120,3.01064496655328
XC31,32-42,480,3.33865230722212
XC31,35,0,4.56669407894737
XC31,37,0,3.76722222222222
XC31,42,0,0.927281676450232
XC32,25,0,3.44723160660661
XC32,25-35,120,3.95411886878343
XC32,25-35,480,4.02530977497478
XC32,30,0,4.66739766081871
XC32,32,0,4.75252508809773
XC32,32-42,120,2.91015145479636
XC32,32-42,480,3.12491087378739
XC32,35,0,4.55921052631579
XC32,37,0,3.89472222222222
XC32,42,0,0.687571287087792
XC33,25,0,3.39494181681682
XC33,25-35,120,3.66721541509929
XC33,25-35,480,4.04699850157429
XC33,30,0,4.38993421052632
XC33,32,0,4.41143766264411
XC33,32-42,120,3.00371465333889
XC33,32-42,480,3.14924747467605
XC33,35,0,4.55062134502924
XC33,37,0,3.7525
XC33,42,0,0.844347111288359
XC34,25,0,3.19863477608043
XC34,25-35,120,3.55246225484618
XC34,25-35,480,3.85639875194416
XC34,30,0,4.05222222222222
XC34,32,0,4.26343393635441
XC34,32-42,120,2.91257074347074
XC34,32-42,480,3.29217054014247
XC34,35,0,4.09051169590643
XC34,37,0,3.58916666666667
XC34,42,0,1.2715857514751
XC35,25,0,2.90375905797101
XC35,25-35,120,3.27465416735884
XC35,25-35,480,3.46996654173805
XC35,30,0,3.88277777777778
XC35,32,0,3.79255392576769
XC35,32-42,120,2.27553128350378
XC35,32-42,480,2.70550232034546
XC35,35,0,3.95305555555556
XC35,37,0,3.10778985507246
XC35,42,0,0.467214937239604
XC36,25,0,3.03260869565217
XC36,25-35,120,3.37760819884412
XC36,25-35,480,3.57660072414511
XC36,30,0,3.95888888888889
XC36,32,0,3.85268019043284
XC36,32-42,120,2.61178867900901
XC36,32-42,480,2.94572408079999
XC36,35,0,3.77583333333333
XC36,37,0,3.41530405405405
XC36,42,0,1.15491195022966
XC37,25,0,2.94746376811594
XC37,25-35,120,3.39850481669788
XC37,25-35,480,3.62768626000531
XC37,30,0,4.05638888888889
XC37,32,0,4.18916054689832
XC37,32-42,120,2.97743594032026
XC37,32-42,480,3.24309813569213
XC37,35,0,4.24611111111111
XC37,37,0,3.70741178678679
XC37,42,0,0.873836177568618
XC38,25,0,3.23035603538321
XC38,25-35,120,3.7698899889989
XC38,25-35,480,4.01759464739577
XC38,30,0,4.25559941520468
XC38,32,0,4.19556598014611
XC38,32-42,120,2.72948578144528
XC38,32-42,480,3.05769163004465
XC38,35,0,4.10979532163743
XC38,37,0,3.68689376876877
XC38,42,0,1.01392232198045
XC39,25,0,3.02672101449275
XC39,25-35,120,3.38898595591153
XC39,25-35,480,3.69942644590647
XC39,30,0,3.91638888888889
XC39,32,0,4.00961355901845
XC39,32-42,120,2.70002131287297
XC39,32-42,480,3.09530477907382
XC39,35,0,3.77625375375375
XC39,37,0,3.61677177177177
XC39,42,0,0.598227900925676
XC4,25,0,3.04715694050929
XC4,25-35,120,3.87277777777778
XC4,25-35,480,4.06665204678362
XC4,30,0,3.83
XC4,32,0,4.40592236668551
XC4,32-42,120,3.20216526627282
XC4,32-42,480,3.47500622655138
XC4,35,0,4.07728801169591
XC4,37,0,3.75222222222222
XC4,42,0,0.654447441467313
XC40,25,0,3.3784253003003
XC40,25-35,120,4.37057473973309
XC40,25-35,480,4.40998839679352
XC40,30,0,4.60105994152047
XC40,32,0,5.07195652379585
XC40,32-42,120,3.50972921966008
XC40,32-42,480,3.91544175107166
XC40,35,0,5.42291666666667
XC40,37,0,4.70959795321638
XC40,42,0,0.84292481984865
XC41,25,0,3.34597369108239
XC41,25-35,120,4.27254448026748
XC41,25-35,480,4.48007068764514
XC41,30,0,4.59924707602339
XC41,32,0,4.84360942420153
XC41,32-42,120,3.16221111288415
XC41,32-42,480,3.36770692038915
XC41,35,0,4.67580409356725
XC41,37,0,4.16805555555556
XC41,42,0,1.08404336543328
XC42,25,0,3.00498188405797
XC42,25-35,120,2.8213559959306
XC42,25-35,480,3.06676772999639
XC42,30,0,3.96611111111111
XC42,32,0,3.54556219415045
XC42,32-42,120,1.26611031854102
XC42,32-42,480,1.8213616734485
XC42,35,0,3.83304824561404
XC42,37,0,3.1867676100013
XC42,42,0,0.0336873622369778
XC43,25,0,3.24415312051182
XC43,25-35,120,3.72626000531087
XC43,25-35,480,3.77975607905618
XC43,30,0,4.08694444444445
XC43,32,0,4.17277777777778
XC43,32-42,120,3.03759511026876
XC43,32-42,480,3.20768138517375
XC43,35,0,3.92777777777778
XC43,37,0,3.48852102102102
XC43,42,0,1.07897046515248
XC44,25,0,2.83514492753623
XC44,25-35,120,3.40863941036462
XC44,25-35,480,3.34465335833444
XC44,30,0,3.68310810810811
XC44,32,0,3.71271357308145
XC44,32-42,120,2.58069877007273
XC44,32-42,480,2.68715962947358
XC44,35,0,3.68578947368421
XC44,37,0,3.12792547982765
XC44,42,0,1.20666829897684
XC45,25,0,3.13227901814858
XC45,25-35,120,3.74040068662039
XC45,25-35,480,3.91911770851991
XC45,30,0,4.09305555555556
XC45,32,0,4.24257254164428
XC45,32-42,120,2.85498281219324
XC45,32-42,480,2.88931564739909
XC45,35,0,4.2114985380117
XC45,37,0,3.70777777777778
XC45,42,0,1.01891301989326
XC46,25,0,3.02355072463768
XC46,25-35,120,3.69436971283335
XC46,25-35,480,3.84948199992413
XC46,30,0,3.89715643274854
XC46,32,0,4.095
XC46,32-42,120,2.70888450905314
XC46,32-42,480,3.20685120646078
XC46,35,0,4.15797514619883
XC46,37,0,3.72666666666667
XC46,42,0,1.09186790281733
XC47,25,0,2.95765398550725
XC47,25-35,120,3.89203823830659
XC47,25-35,480,4.06116412503319
XC47,30,0,4.20638888888889
XC47,32,0,4.65783599017847
XC47,32-42,120,3.08647692750099
XC47,32-42,480,3.18161644790168
XC47,35,0,4.63961988304094
XC47,37,0,3.75243243243243
XC47,42,0,1.18918654615797
XC48,25,0,3.10168780193237
XC48,25-35,120,3.91973502522666
XC48,25-35,480,3.93769650240886
XC48,30,0,3.97055555555556
XC48,32,0,4.41592681265402
XC48,32-42,120,3.3303099013906
XC48,32-42,480,3.17695935010701
XC48,35,0,4.1968201754386
XC48,37,0,3.40507695195195
XC48,42,0,1.35380047151739
XC49,25,0,3.17685688405797
XC49,25-35,120,3.59197475642252
XC49,25-35,480,3.70536758848299
XC49,30,0,4.07888888888889
XC49,32,0,4.26067271494606
XC49,32-42,120,2.48658799091414
XC49,32-42,480,2.82584657973388
XC49,35,0,4.05319444444445
XC49,37,0,3.17919481981982
XC49,42,0,1.16108801556427
XC5,25,0,3.06120149722421
XC5,25-35,120,4.13527777777778
XC5,25-35,480,4.15328216374269
XC5,30,0,4.12038011695907
XC5,32,0,4.55321622878719
XC5,32-42,120,3.30353832425895
XC5,32-42,480,3.52554103947576
XC5,35,0,4.43199837443258
XC5,37,0,4.10845029239766
XC5,42,0,1.04948107953727
XC50,25,0,3.35767357030944
XC50,25-35,120,3.92799713592049
XC50,25-35,480,4.06173826865445
XC50,30,0,4.12182748538012
XC50,32,0,4.40831877629772
XC50,32-42,120,2.74709290637029
XC50,32-42,480,3.31307038410039
XC50,35,0,4.62481725146199
XC50,37,0,4.14138888888889
XC50,42,0,1.26718856171704
XC6,25,0,2.77783548154933
XC6,25-35,120,3.08791944118031
XC6,25-35,480,3.13494947916716
XC6,30,0,3.41583333333333
XC6,32,0,3.87904571984193
XC6,32-42,120,2.88993493663182
XC6,32-42,480,3.15655207824386
XC6,35,0,3.5617870074031
XC6,37,0,3.34768018018018
XC6,42,0,1.05241519235289
XC7,25,0,3.27726178630216
XC7,25-35,120,4.15539473684211
XC7,25-35,480,4.2577850877193
XC7,30,0,4.36002192982456
XC7,32,0,5.05113304093567
XC7,32-42,120,3.74069827530637
XC7,32-42,480,3.72274747306657
XC7,35,0,4.67641862103445
XC7,37,0,4.85749269005848
XC7,42,0,1.02023511429085
XC8,25,0,2.59507505322733
XC8,25-35,120,3.22865795142969
XC8,25-35,480,3.28351351351351
XC8,30,0,3.36875375375375
XC8,32,0,4.07344142060496
XC8,32-42,120,3.16254279698423
XC8,32-42,480,3.46001090942241
XC8,35,0,4.0115034965035
XC8,37,0,3.94333333333333
XC8,42,0,0.438639013517055
XC9,25,0,3.03142974892755
XC9,25-35,120,3.97333333333333
XC9,25-35,480,4.15095760233918
XC9,30,0,3.98201754385965
XC9,32,0,4.71633039695999
XC9,32-42,120,3.45898550316882
XC9,32-42,480,3.48309790227289
XC9,35,0,4.57682978571136
XC9,37,0,4.60562865497076
XC9,42,0,0.492526231896362
XD1,25,0,1.27494278061615
XD1,25-35,120,1.29732789855073
XD1,25-35,480,0.941913526637618
XD1,30,0,1.40886250700829
XD1,32,0,1.04514190847245
XD1,32-42,120,0.483602736452852
XD1,32-42,480,1.37928978868385
XD1,35,0,0.996796126984488
XD1,37,0,1.48698112801532
XD1,42,0,0.114428742115769
XD10,25,0,2.79510730096328
XD10,25-35,120,2.88201992753623
XD10,25-35,480,2.97797962413092
XD10,30,0,3.52666666666667
XD10,32,0,3.66121980430642
XD10,32-42,120,2.74424435537014
XD10,32-42,480,2.82899654849227
XD10,35,0,3.75031981906982
XD10,37,0,3.1296265015015
XD10,42,0,0.734744424337834
XD11,25,0,2.92971542341016
XD11,25-35,120,3.05877888758324
XD11,25-35,480,3.30549737237237
XD11,30,0,3.56859797297297
XD11,32,0,3.99585544085354
XD11,32-42,120,2.63251447489926
XD11,32-42,480,2.77132209654518
XD11,35,0,3.6040873015873
XD11,37,0,2.72332828049532
XD11,42,0,0.433846352507529
XD12,25,0,3.07738796014846
XD12,25-35,120,3.18731231231232
XD12,25-35,480,3.21928270039638
XD12,30,0,3.70888888888889
XD12,32,0,3.59679621871957
XD12,32-42,120,2.78998609542682
XD12,32-42,480,3.03699520197106
XD12,35,0,3.8562948145993
XD12,37,0,3.29615803303303
XD12,42,0,0.449753195474383
XD13,25,0,2.95497213308856
XD13,25-35,120,3.09316041585063
XD13,25-35,480,3.23933370870871
XD13,30,0,3.21503753753754
XD13,32,0,3.53168682298227
XD13,32-42,120,2.82509061089681
XD13,32-42,480,3.1424103821736
XD13,35,0,3.62108476384444
XD13,37,0,3.10509236959625
XD13,42,0,0.89282733454755
XD14,25,0,2.86419779865149
XD14,25-35,120,3.38253753753754
XD14,25-35,480,3.4304542042042
XD14,30,0,3.48146584084084
XD14,32,0,3.53055555555556
XD14,32-42,120,2.55897975194285
XD14,32-42,480,2.91255289836101
XD14,35,0,3.71770617140271
XD14,37,0,3.2652027027027
XD14,42,0,1.43927541767517
XD15,25,0,3.12656168369962
XD15,25-35,120,3.58861111111111
XD15,25-35,480,3.56361111111111
XD15,30,0,3.66361111111111
XD15,32,0,4.22812134502924
XD15,32-42,120,3.09590135664058
XD15,32-42,480,3.45543168168168
XD15,35,0,3.9210358678434
XD15,37,0,3.69383445945946
XD15,42,0,0.104195689753841
XD16,25,0,3.11337969115879
XD16,25-35,120,3.36027777777778
XD16,25-35,480,3.48044294294294
XD16,30,0,3.8275
XD16,32,0,4.12230994152047
XD16,32-42,120,2.71987958576472
XD16,32-42,480,2.80856894563978
XD16,35,0,3.93595739178224
XD16,37,0,3.30745495495496
XD16,42,0,0.856409903761081
XD17,25,0,3.14465756392807
XD17,25-35,120,3.34048048048048
XD17,25-35,480,3.49222222222222
XD17,30,0,3.75694444444445
XD17,32,0,3.76361111111111
XD17,32-42,120,2.5300539072741
XD17,32-42,480,2.80677714522131
XD17,35,0,3.74480554747357
XD17,37,0,3.40335960960961
XD17,42,0,0.91178380513295
XD18,25,0,1.39774489163076
XD18,25-35,120,1.60236256700844
XD18,25-35,480,1.72033502310464
XD18,30,0,1.62166854354354
XD18,32,0,1.776129442501
XD18,32-42,120,0.998921276172236
XD18,32-42,480,1.11592082692837
XD18,35,0,1.33537137681159
XD18,37,0,1.41191123188406
XD18,42,0,0.166434579427594
XD19,25,0,3.08932097858728
XD19,25-35,120,3.1341966966967
XD19,25-35,480,3.41577702702703
XD19,30,0,3.85805555555556
XD19,32,0,3.84131578947368
XD19,32-42,120,2.68881352727758
XD19,32-42,480,2.92126626792511
XD19,35,0,4.0343567251462
XD19,37,0,3.38553490990991
XD19,42,0,1.41372407355343
XD2,25,0,3.09682447856126
XD2,25-35,120,3.83416666666667
XD2,25-35,480,3.83605286642816
XD2,30,0,3.99
XD2,32,0,4.33206635560577
XD2,32-42,120,3.60050810614972
XD2,32-42,480,3.82938529153932
XD2,35,0,4.62294631538053
XD2,37,0,4.45888157894737
XD2,42,0,1.15165741875433
XD20,25,0,0.208388157894737
XD20,25-35,120,3.65634953150487
XD20,25-35,480,3.56028548200813
XD20,30,0,0.160332207207207
XD20,32,0,3.97823830409357
XD20,32-42,120,2.94305115921682
XD20,32-42,480,3.13993714352227
XD20,35,0,0.15320652173913
XD20,37,0,3.37354542042042
XD20,42,0,1.07156949723173
XD21,25,0,3.34998123123123
XD21,25-35,120,3.48560247747748
XD21,25-35,480,3.73216028528529
XD21,30,0,3.95833333333333
XD21,32,0,4.3258918128655
XD21,32-42,120,2.9188015934591
XD21,32-42,480,3.17024856545113
XD21,35,0,4.5484283625731
XD21,37,0,3.63166666666667
XD21,42,0,1.1723994280834
XD22,25,0,2.80208333333333
XD22,25-35,120,2.77919514680282
XD22,25-35,480,2.77651709216163
XD22,30,0,3.30130255255255
XD22,32,0,2.94183068768438
XD22,32-42,120,1.78728216377786
XD22,32-42,480,2.15253645935502
XD22,35,0,3.9615899122807
XD22,37,0,1.92074275362319
XD22,42,0,0.98938379503
XD23,25,0,3.10722883209296
XD23,25-35,120,3.46222222222222
XD23,25-35,480,3.50361111111111
XD23,30,0,4.12287280701754
XD23,32,0,3.93909356725146
XD23,32-42,120,2.6954917233669
XD23,32-42,480,2.80522783861481
XD23,35,0,4.2266081871345
XD23,37,0,3.3490015015015
XD23,42,0,1.25609677798122
XD24,25,0,3.34874624624625
XD24,25-35,120,3.66722222222222
XD24,25-35,480,3.725
XD24,30,0,4.14047514619883
XD24,32,0,4.33256578947368
XD24,32-42,120,3.06601543634506
XD24,32-42,480,3.20630396734881
XD24,35,0,4.42288011695906
XD24,37,0,3.81027777777778
XD24,42,0,1.60443281558796
XD25,25,0,3.04827245723985
XD25,25-35,120,3.2360386704731
XD25,25-35,480,3.36471471471471
XD25,30,0,3.91361111111111
XD25,32,0,3.96001461988304
XD25,32-42,120,2.28700180964504
XD25,32-42,480,2.63727776969524
XD25,35,0,3.77027777777778
XD25,37,0,2.72259963768116
XD25,42,0,1.37184797870669
XD26,25,0,3.14449577294686
XD26,25-35,120,3.13559045570418
XD26,25-35,480,3.30781156156156
XD26,30,0,3.74416666666667
XD26,32,0,3.84888888888889
XD26,32-42,120,2.69321663693798
XD26,32-42,480,2.76542772974512
XD26,35,0,4.18312134502924
XD26,37,0,3.13620617900509
XD26,42,0,0.316759415798976
XD27,25,0,3.04211956521739
XD27,25-35,120,3.23049924924925
XD27,25-35,480,3.52722222222222
XD27,30,0,3.86361111111111
XD27,32,0,4.01805555555556
XD27,32-42,120,2.70792246368235
XD27,32-42,480,2.97690136097019
XD27,35,0,4.28305555555556
XD27,37,0,3.30579204204204
XD27,42,0,1.28123496218149
XD28,25,0,3.2632789039039
XD28,25-35,120,3.21130654913223
XD28,25-35,480,3.68714047266796
XD28,30,0,3.93194444444445
XD28,32,0,3.67252247638557
XD28,32-42,120,2.48704591397372
XD28,32-42,480,2.92656535867443
XD28,35,0,4.21276315789474
XD28,37,0,3.55209084084084
XD28,42,0,0.250219499201976
XD29,25,0,2.97939311594203
XD29,25-35,120,3.10423256672886
XD29,25-35,480,3.53818093016198
XD29,30,0,3.73166666666667
XD29,32,0,3.65844969841812
XD29,32-42,120,2.45912406482445
XD29,32-42,480,2.93107686344393
XD29,35,0,3.98122807017544
XD29,37,0,3.36625563063063
XD29,42,0,0.616150473355517
XD3,25,0,2.88770187430384
XD3,25-35,120,3.16251117965792
